92,54,USA,f,married,y,27764,102,24h,True,1,affection,affection
93,35,USA,m,single,y,27765,449,24h,True,1,,achievement
94,28,USA,m,single,n,27766,555,24h,True,2,,achievement
95,37,USA,m,married,y,27767,2628,24h,True,2,,achievement
96,28,IND,f,married,y,27768,1028,24h,True,2,,enjoy_the_moment
97,29,USA,m,single,n,27769,76,24h,False,1,,exercise
98,34,USA,m,married,y,27770,689,24h,True,1,,affection
99,38,USA,m,single,n,27771,5046,24h,True,1,,enjoy_the_moment
100,34,USA,m,married,y,27772,5116,24h,True,1,,enjoy_the_moment
101,29,IND,m,married,y,27773,1199,24h,True,2,,achievement
102,27,IND,f,married,y,27774,1517,24h,True,1,,bonding
103,26,USA,f,single,y,27775,251,24h,True,1,,achievement
104,25,GBR,m,married,n,27776,681,24h,True,2,affection,affection
105,34,USA,m,divorced,y,27777,3704,24h,True,1,,achievement
106,44,USA,f,married,y,27778,738,24h,True,1,,enjoy_the_moment
107,37,USA,m,single,y,27779,9896,24h,False,1,,leisure
108,26,USA,m,single,n,27780,932,24h,True,1,,achievement
109,65,USA,m,married,y,27781,8662,24h,True,1,,enjoy_the_moment
110,25,IND,m,single,y,27782,3147,24h,True,1,,enjoy_the_moment
111,35,USA,o,single,y,27783,1094,24h,True,2,,enjoy_the_moment
112,48,USA,f,married,y,27784,4148,24h,True,1,,affection
113,59,USA,f,single,n,27785,1057,24h,True,1,,nature
114,34,USA,m,married,y,27786,11573,24h,True,3,,affection
115,25,BRA,m,single,n,27787,13,24h,True,1,,affection
116,27,IND,f,single,n,27788,2349,24h,True,1,,achievement
117,22,USA,m,single,n,27789,24,24h,True,1,,affection
118,34,USA,f,single,n,27790,72,24h,True,2,achievement,achievement
119,47,IND,m,married,y,27791,2029,24h,True,1,,affection
120,25,BGD,m,single,n,27792,120,24h,True,1,,affection
121,57,USA,f,divorced,y,27793,266,24h,True,1,,affection
122,32,USA,m,single,n,27794,3009,24h,True,1,,affection
123,29,USA,m,single,n,27795,479,24h,True,1,achievement,achievement
124,28,USA,m,single,n,27796,905,24h,True,1,,bonding
125,39,USA,o,married,y,27797,2032,24h,True,2,,enjoy_the_moment
126,34,USA,m,married,y,27798,820,24h,True,1,,achievement
127,21,USA,m,single,n,27799,341,24h,True,1,,affection
128,25,USA,f,single,n,27800,455,24h,False,53,,affection
129,25,USA,m,single,n,27801,435,24h,True,1,,affection
130,33,USA,f,married,y,27802,1719,24h,True,1,,achievement
131,32,USA,m,single,n,27803,6667,24h,True,5,,achievement
132,30,IND,f,married,y,27804,4714,24h,True,1,,affection
133,40,USA,m,single,n,27805,3895,24h,True,1,,affection
134,37,USA,f,single,n,27806,3930,24h,True,1,,achievement
135,23,CAN,m,single,n,27807,600,24h,True,1,,bonding
136,30,IND,m,married,y,27808,3433,24h,True,1,,affection
137,28,USA,m,divorced,n,27809,2894,24h,True,1,,affection
138,30,IND,m,married,y,27810,1764,24h,True,2,,achievement
139,30,USA,m,married,y,27811,376,24h,True,1,,achievement
140,33,PRT,m,married,n,27812,213,24h,True,1,,exercise
141,35,USA,m,single,n,27813,5925,24h,True,1,,affection
142,55,IND,m,married,y,27814,1827,24h,True,1,,achievement
143,29,USA,m,married,y,27815,1189,24h,True,1,,achievement
144,25,IND,m,single,n,27816,4706,24h,True,1,,bonding
145,29,USA,f,single,n,27817,12580,24h,True,2,,affection
146,25,IND,m,single,n,27818,229,24h,True,1,achievement,achievement
147,31,USA,m,single,n,27819,496,24h,True,2,nature,nature
148,40,USA,f,married,y,27820,802,24h,True,5,,achievement
149,45,IND,m,married,y,27821,1983,24h,True,1,,achievement
150,69,USA,m,married,y,27822,924,24h,True,1,affection,affection
151,28,USA,m,single,n,27823,4002,24h,True,2,,exercise
152,30,USA,m,married,y,27824,146,24h,True,2,,affection
153,55,USA,f,married,y,27825,220,24h,True,1,,leisure
154,32,USA,f,married,n,27826,38,24h,False,2,,affection
155,28,IND,f,married,n,27827,503,24h,True,1,,achievement
156,47,USA,f,married,n,27828,51,24h,True,1,,achievement
157,33,IND,m,married,n,27829,1063,24h,True,3,,bonding
158,30,IND,m,single,n,27830,6724,24h,True,1,,affection
159,29,PHL,m,single,n,27831,2356,24h,True,1,,affection
160,37,USA,m,married,y,27832,12002,24h,True,2,,affection
161,53,USA,f,married,y,27833,3678,24h,True,3,,enjoy_the_moment
162,23,USA,m,single,n,27834,1836,24h,True,1,,affection
163,30,IND,m,single,n,27835,786,24h,True,2,enjoy_the_moment,enjoy_the_moment
164,27,IND,m,married,n,27836,81,24h,True,2,,bonding
165,30,USA,m,married,y,27837,699,24h,True,1,,bonding
166,54,USA,f,single,n,27838,5,24h,True,1,leisure,leisure
167,34,USA,m,single,n,27839,947,24h,True,1,,exercise
168,28,USA,m,single,n,27840,62,24h,True,1,,affection
169,29,USA,f,single,n,27841,9386,24h,True,1,,affection
170,68,USA,f,separated,y,27842,18,24h,True,1,,enjoy_the_moment
171,31,USA,m,married,n,27843,60,24h,True,1,,affection
172,27,IND,m,married,n,27844,50,24h,True,1,,achievement
173,55,IND,f,married,y,27845,179,24h,True,1,affection,affection
174,31,USA,m,married,y,27846,11620,24h,True,2,,leisure
175,20,VEN,m,single,n,27847,1773,24h,True,2,,affection
176,26,USA,f,married,y,27848,728,24h,True,1,,affection
177,25,USA,m,single,n,27849,1115,24h,True,1,,exercise
178,38,USA,m,married,y,27850,3400,24h,True,2,,affection
179,22,USA,m,single,y,27851,158,24h,True,1,,affection
180,35,USA,m,single,n,27852,86,24h,True,1,,achievement
181,44,USA,m,married,y,27853,5050,24h,True,1,,affection
182,28,IND,m,married,n,27854,1,24h,True,1,,affection
183,30,MKD,m,single,n,27855,12107,24h,True,1,,affection
184,49,USA,f,married,y,27856,26,24h,True,2,,affection
185,36,USA,m,single,n,27857,2333,24h,True,2,,achievement
186,44,USA,m,single,y,27858,1232,24h,False,1,,achievement
187,25,IND,m,single,n,27859,570,24h,True,1,,achievement
188,26,IND,m,married,y,27860,746,24h,True,1,affection,affection
189,33,USA,m,married,y,27861,4545,24h,True,2,,affection
190,23,USA,m,single,n,27862,1844,24h,True,3,,affection
191,28,IND,f,married,n,27863,847,24h,True,1,,achievement
192,28,IND,m,married,y,27864,2394,24h,True,1,,achievement
193,28,USA,m,single,n,27865,8938,24h,True,1,affection,affection
194,26,USA,f,single,n,27866,2030,24h,True,1,,affection
195,30,USA,m,single,n,27867,103,24h,True,1,,affection
196,30,USA,f,married,y,27868,2464,24h,True,1,,achievement
197,24,USA,m,single,n,27869,1672,24h,True,1,,bonding
198,38,USA,f,divorced,y,27870,7542,24h,True,1,,achievement
199,31,USA,f,single,n,27871,768,24h,True,1,,affection
200,35,DOM,m,married,n,27872,1045,24h,True,2,,bonding
201,34,IND,m,married,y,27873,2053,24h,True,1,,leisure
202,24,USA,m,single,n,27874,2,24h,True,1,,affection
203,26,USA,m,single,n,27875,1936,24h,True,1,,affection
204,30,USA,f,single,n,27876,206,24h,True,1,,nature
205,54,USA,f,married,y,27877,6227,24h,True,1,,affection
206,28,DNK,f,married,n,27878,45,24h,True,1,,bonding
207,42,USA,m,married,n,27879,195,24h,True,1,,achievement
208,45,USA,f,single,n,27880,740,24h,True,1,,bonding
209,28,USA,m,single,n,27881,3,24h,True,1,,enjoy_the_moment
210,26,USA,m,single,n,27882,4833,24h,True,1,,affection
211,27,USA,m,single,n,27883,7334,24h,True,1,,affection
212,24,USA,m,single,n,27884,78,24h,True,1,,enjoy_the_moment
213,30,USA,f,married,y,27885,21,24h,True,1,,affection
214,22,IND,f,single,n,27886,8,24h,True,1,,affection
215,26,IND,m,married,n,27887,586,24h,False,3,,leisure
216,27,IND,m,married,n,27888,489,24h,True,1,,achievement
217,44,USA,f,single,y,27889,976,24h,True,2,affection,affection
218,34,IND,f,married,y,27890,3972,24h,True,1,,affection
219,33,USA,m,married,y,27891,14,24h,True,1,,affection
220,22,USA,m,single,n,27892,1230,24h,True,2,,affection
221,31,IND,m,married,y,27893,9950,24h,True,1,,bonding
222,26,IND,f,single,n,27894,4862,24h,True,1,,affection
223,28,IND,m,married,y,27895,4891,24h,True,2,,achievement
224,31,IND,m,married,y,27896,737,24h,True,4,,bonding
225,25,USA,m,single,n,27897,498,24h,True,1,,achievement
226,32,USA,f,single,n,27898,2124,24h,True,1,,achievement
227,37,IND,f,married,n,27899,156,24h,True,1,affection,affection
228,24,IND,m,single,n,27900,1783,24h,True,1,,bonding
229,35,USA,f,single,n,27901,3382,24h,True,3,,achievement
230,34,USA,m,single,n,27902,54,24h,True,1,affection,affection
231,39,USA,f,single,y,27903,794,24h,True,1,,affection
232,26,IND,f,married,y,27904,1510,24h,True,2,,exercise
233,26,USA,m,single,n,27905,5732,24h,True,1,,nature
234,25,USA,m,single,n,27906,6215,24h,True,1,,affection
235,27,IND,m,single,n,27907,402,24h,True,1,,affection
236,24,IND,f,single,n,27908,2957,24h,True,2,affection,affection
237,27,IND,m,married,n,27909,261,24h,True,1,,affection
238,33,VEN,m,married,y,27910,516,24h,True,1,,affection
239,34,IND,m,married,y,27911,1215,24h,True,3,,bonding
240,30,USA,m,single,n,27912,848,24h,True,1,,affection
241,24,USA,f,single,y,27913,396,24h,True,3,nature,nature
242,34,USA,f,married,n,27914,4,24h,True,1,affection,affection
243,26,USA,m,single,n,27915,2272,24h,True,1,,achievement
244,31,USA,f,married,y,27916,157,24h,True,1,,leisure
245,33,USA,f,married,y,27917,466,24h,True,1,affection,affection
246,29,USA,m,divorced,n,27918,1566,24h,True,1,,affection
247,21,USA,m,single,n,27919,36,24h,True,1,,achievement
248,30,USA,m,married,n,27920,2019,24h,True,1,,achievement
249,26,IND,f,married,y,27921,4109,24h,True,1,,affection
250,43,USA,f,married,y,27922,373,24h,True,1,bonding,bonding
251,22,USA,m,single,n,27923,389,24h,True,1,affection,affection
252,56,USA,f,single,n,27924,10576,24h,True,1,,achievement
253,32,USA,m,single,n,27925,2129,24h,True,1,,nature
254,29,USA,m,single,n,27926,383,24h,True,1,,enjoy_the_moment
255,24,USA,m,single,n,27927,553,24h,True,4,,achievement
256,25,USA,m,married,n,27928,311,24h,True,1,,enjoy_the_moment
257,27,IND,f,single,n,27929,104,24h,True,1,,achievement
258,36,USA,m,single,n,27930,3284,24h,True,1,,achievement
259,30,IND,m,single,n,27931,2776,24h,True,2,,affection
260,32,USA,m,married,y,27932,25,24h,True,1,achievement,achievement
261,25,IND,f,married,y,27933,257,24h,True,1,,affection
262,26,USA,f,single,n,27934,13224,24h,True,1,,achievement
263,22,VEN,m,single,y,27935,1377,24h,True,1,,achievement
264,33,IDN,m,divorced,n,27936,5652,24h,True,1,,leisure
265,37,USA,f,married,y,27937,57,24h,True,1,,bonding
266,32,IND,f,married,y,27938,612,24h,True,1,,achievement
267,29,USA,m,married,n,27939,2646,24h,True,1,,affection
268,32,IND,f,married,y,27940,2794,24h,True,1,enjoy_the_moment,achievement
269,28,USA,m,single,n,27941,3797,24h,True,1,,achievement
270,23,USA,m,married,n,27942,9885,24h,True,1,,affection
271,36,USA,m,married,y,27943,6186,24h,True,1,,enjoy_the_moment
272,28,USA,f,single,y,27944,491,24h,True,3,,leisure
273,46,USA,f,widowed,n,27945,1020,24h,True,1,,achievement
274,32,USA,f,single,n,27946,1625,24h,True,1,,achievement
275,38,USA,m,single,n,27947,1782,24h,True,1,,achievement
276,68,USA,m,married,y,27948,330,24h,True,2,,achievement
277,31,USA,m,single,n,27949,589,24h,True,1,,exercise
278,30,USA,m,single,n,27950,35,24h,True,2,,affection
279,27,USA,f,single,n,27951,524,24h,True,1,,bonding
280,33,IND,m,married,y,27952,477,24h,True,2,,achievement
281,25,USA,m,single,n,27953,37,24h,True,1,,leisure
282,24,IND,f,single,n,27954,215,24h,True,2,,affection
283,38,USA,f,married,y,27955,2416,24h,True,1,,enjoy_the_moment
284,34,USA,m,single,n,27956,8589,24h,True,1,,achievement
285,43,USA,m,single,n,27957,237,24h,True,1,,achievement
286,24,USA,m,single,n,27958,69,24h,True,1,,affection
287,35,USA,m,single,y,27959,648,24h,True,1,,bonding
288,23,IND,f,married,y,27960,1833,24h,True,1,,affection
289,31,IND,m,single,n,27961,1430,24h,True,1,,achievement
290,62,USA,f,married,y,27962,15,24h,True,1,,achievement
291,70,USA,m,married,y,27963,1300,24h,True,1,,affection
292,25,IND,m,single,y,27964,102,24h,True,1,,leisure
293,23,USA,m,single,n,27965,449,24h,True,1,,affection
294,21,IND,f,single,n,27966,555,24h,True,1,,enjoy_the_moment
295,34,USA,m,single,n,27967,2628,24h,True,1,,enjoy_the_moment
296,24,USA,f,single,n,27968,1028,24h,True,4,,affection
297,54,USA,f,married,y,27969,76,24h,True,1,,bonding
298,26,USA,f,single,n,27970,689,24h,True,1,,affection
299,25,IND,m,married,y,27971,5046,24h,True,1,,affection
300,33,USA,m,married,y,27972,5116,24h,True,1,,affection
301,41,USA,f,married,y,27973,1199,24h,True,1,,bonding
302,25,USA,m,single,n,27974,1517,24h,True,2,,affection
303,27,USA,f,single,n,27975,251,24h,True,1,,achievement
304,22,IND,f,single,n,27976,681,24h,True,1,,achievement
305,31,USA,m,single,n,27977,3704,24h,True,1,achievement,achievement
306,37,USA,f,single,n,27978,738,24h,True,1,,enjoy_the_moment
307,22,IND,f,single,n,27979,9896,24h,True,1,,enjoy_the_moment
308,23,USA,f,single,n,27980,932,24h,True,1,,achievement
309,24,USA,m,single,n,27981,8662,24h,True,1,,affection
310,83,USA,m,married,y,27982,3147,24h,True,1,,affection
311,27,USA,m,single,n,27983,1094,24h,True,1,,leisure
312,44,USA,m,married,y,27984,4148,24h,True,3,,nature
313,22,IND,f,single,n,27985,1057,24h,True,1,,achievement
314,33,USA,m,married,n,27986,11573,24h,True,2,,enjoy_the_moment
315,74,USA,f,married,y,27987,13,24h,True,1,,achievement
316,21,USA,m,single,n,27988,2349,24h,True,1,,bonding
317,0,USA,m,single,n,27989,24,24h,True,1,,bonding
318,44,USA,f,divorced,y,27990,72,24h,True,1,,affection
319,41,USA,m,married,y,27991,2029,24h,True,2,affection,affection
320,39,USA,m,single,n,27992,120,24h,True,1,,affection
321,23,IND,f,married,n,27993,266,24h,True,1,,enjoy_the_moment
322,25,IND,m,single,n,27994,3009,24h,True,1,,achievement
323,29,USA,m,married,n,27995,479,24h,True,1,,affection
324,26,IND,m,single,n,27996,905,24h,True,1,,achievement
325,34,USA,m,single,n,27997,2032,24h,True,1,,achievement
326,36,USA,m,single,n,27998,820,24h,True,1,,affection
327,37,USA,f,separated,y,27999,341,24h,True,1,,achievement
328,40,USA,m,married,y,28000,455,24h,True,12,,nature
329,30,USA,o,married,y,28001,435,24h,True,1,,bonding
330,51,USA,m,divorced,y,28002,1719,24h,True,1,,bonding
331,61,USA,f,married,n,28003,6667,24h,True,4,achievement,achievement
332,31,USA,m,married,y,28004,4714,24h,False,1,,enjoy_the_moment
333,27,USA,m,single,n,28005,3895,24h,True,1,,achievement
334,23,USA,f,single,n,28006,3930,24h,True,1,,achievement
335,22,IND,f,single,n,28007,600,24h,True,1,affection,affection
336,38,USA,f,divorced,y,28008,3433,24h,True,1,,achievement
337,31,USA,m,divorced,n,28009,2894,24h,True,1,,enjoy_the_moment
338,38,USA,f,single,n,28010,1764,24h,True,3,,affection
339,32,USA,m,single,n,28011,376,24h,True,1,,enjoy_the_moment
340,43,USA,f,married,y,28012,213,24h,True,2,,achievement
341,29,IND,f,married,y,28013,5925,24h,True,1,affection,affection
342,32,USA,f,single,n,28014,1827,24h,True,1,,leisure
343,38,USA,m,married,y,28015,1189,24h,True,1,achievement,achievement
344,21,IND,f,single,n,28016,4706,24h,True,1,,leisure
345,41,USA,m,married,y,28017,12580,24h,True,1,nature,nature
346,23,IND,f,single,n,28018,229,24h,True,1,,bonding
347,40,IND,f,married,y,28019,496,24h,True,1,leisure,achievement
348,22,IND,f,single,n,28020,802,24h,True,6,,bonding
349,24,USA,m,single,n,28021,1983,24h,True,1,achievement,achievement
350,36,USA,m,married,y,28022,924,24h,True,1,,achievement
351,37,USA,m,single,n,28023,4002,24h,True,2,,achievement
352,23,IND,f,single,n,28024,146,24h,True,4,,achievement
353,29,USA,m,single,n,28025,220,24h,True,1,,achievement
354,26,USA,m,single,n,28026,38,24h,True,1,,achievement
355,27,IND,m,married,y,28027,503,24h,True,2,,achievement
356,25,IND,m,single,n,28028,51,24h,True,1,,bonding
357,26,USA,m,married,n,28029,1063,24h,True,3,,bonding
358,22,IND,f,single,n,28030,6724,24h,True,1,,achievement
359,40,USA,f,married,y,28031,2356,24h,True,1,,bonding
360,31,USA,m,married,y,28032,12002,24h,True,1,,achievement
361,31,USA,m,single,n,28033,3678,24h,True,1,,bonding
362,25,IND,f,single,n,28034,1836,24h,True,1,,affection
363,29,IND,f,married,n,28035,786,24h,True,2,,affection
364,26,IND,f,single,n,28036,81,24h,True,1,,bonding
365,30,USA,m,married,y,28037,699,24h,True,1,,affection
366,34,USA,f,married,y,28038,5,24h,True,1,,bonding
367,21,USA,m,single,n,28039,947,24h,True,1,,achievement
368,38,IND,f,married,y,28040,62,24h,True,1,,affection
369,37,USA,m,single,n,28041,9386,24h,True,1,,affection
370,21,USA,m,single,y,28042,18,24h,True,1,,achievement
371,29,USA,m,single,n,28043,60,24h,True,1,,achievement
372,19,USA,m,single,n,28044,50,24h,True,1,,achievement
373,26,USA,f,single,n,28045,179,24h,True,1,,leisure
374,40,USA,m,single,n,28046,11620,24h,True,1,,affection
375,30,USA,f,married,y,28047,1773,24h,True,1,,nature
376,23,CAN,f,single,n,28048,728,24h,True,1,,nature
377,36,IND,m,married,y,28049,1115,24h,True,1,,affection
378,22,IND,f,single,n,28050,3400,24h,True,2,,affection
379,52,USA,m,single,n,28051,158,24h,True,1,,affection
380,26,USA,m,single,n,28052,86,24h,True,1,,achievement
381,27,USA,f,married,y,28053,5050,24h,True,1,,leisure
382,32,USA,m,single,n,28054,1,24h,True,1,affection,affection
383,66,USA,m,married,y,28055,12107,24h,True,1,,affection
384,38,USA,f,single,n,28056,26,24h,True,1,,affection
385,25,USA,f,single,n,28057,2333,24h,True,2,,affection
386,25,IND,f,single,n,28058,1232,24h,False,1,,achievement
387,33,USA,m,single,n,28059,570,24h,True,1,,bonding
388,30,USA,m,single,n,28060,746,24h,True,1,,achievement
389,61,USA,f,married,y,28061,4545,24h,True,1,affection,affection
390,31,USA,m,single,n,28062,1844,24h,True,1,,affection
391,36,USA,m,married,n,28063,847,24h,True,1,,achievement
392,49,USA,f,married,y,28064,2394,24h,True,1,enjoy_the_moment,enjoy_the_moment
393,41,USA,f,married,y,28065,8938,24h,True,1,,achievement
394,24,USA,m,single,n,28066,2030,24h,True,1,,achievement
395,33,USA,m,single,n,28067,103,24h,True,1,,affection
396,34,IND,f,married,y,28068,2464,24h,True,1,,affection
397,26,USA,m,single,n,28069,1672,24h,True,1,leisure,leisure
398,29,USA,m,single,n,28070,7542,24h,True,1,,achievement
399,27,IND,m,single,n,28071,768,24h,True,1,,bonding
400,26,IND,m,single,n,28072,1045,24h,True,2,,bonding
401,41,USA,m,single,n,28073,2053,24h,True,1,,leisure
402,26,USA,m,married,n,28074,2,24h,True,1,,achievement
403,31,USA,m,married,n,28075,1936,24h,True,1,,bonding
404,28,USA,m,single,n,28076,206,24h,True,1,,affection
405,27,USA,m,single,y,28077,6227,24h,True,1,affection,affection
406,28,USA,f,single,n,28078,45,24h,True,1,,enjoy_the_moment
407,26,USA,m,single,n,28079,195,24h,True,1,,affection
408,31,USA,f,single,n,28080,740,24h,True,1,,bonding
409,30,IND,f,married,y,28081,3,24h,True,1,affection,affection
410,29,USA,f,single,n,28082,4833,24h,True,1,,affection
411,38,USA,m,married,y,28083,7334,24h,True,1,,affection
412,25,IND,f,married,y,28084,78,24h,True,1,,affection
413,29,USA,m,married,y,28085,21,24h,True,1,,achievement
414,29,USA,m,single,n,28086,8,24h,True,1,,bonding
415,23,USA,m,single,n,28087,586,24h,False,3,,enjoy_the_moment
416,29,IND,f,married,y,28088,489,24h,True,1,affection,affection
417,25,USA,m,single,n,28089,976,24h,True,1,,affection
418,36,USA,m,married,n,28090,3972,24h,True,1,leisure,leisure
419,40,USA,m,married,y,28091,14,24h,True,1,achievement,achievement
420,38,IND,f,married,y,28092,1230,24h,True,2,,achievement
421,48,USA,m,married,n,28093,9950,24h,True,1,,achievement
422,26,USA,f,single,n,28094,4862,24h,True,1,,achievement
423,29,USA,f,married,n,28095,4891,24h,True,1,,achievement
424,30,USA,o,married,y,28096,737,24h,True,4,,enjoy_the_moment
425,30,USA,f,single,n,28097,498,24h,True,1,,achievement
426,23,IND,f,single,n,28098,2124,24h,True,1,,achievement
427,37,IND,m,married,y,28099,156,24h,True,1,,enjoy_the_moment
428,21,USA,m,single,n,28100,1783,24h,True,1,,achievement
429,28,VEN,m,single,n,28101,3382,24h,True,2,,bonding
430,26,USA,f,married,y,28102,54,24h,True,1,,affection
431,29,USA,m,single,n,28103,794,24h,True,1,,achievement
432,47,USA,m,married,y,28104,1510,24h,True,2,,enjoy_the_moment
433,26,USA,m,single,n,28105,5732,24h,True,1,,affection
434,36,USA,f,single,n,28106,6215,24h,True,1,,achievement
435,27,IND,m,single,n,28107,402,24h,True,1,affection,affection
436,30,CAN,f,married,y,28108,2957,24h,True,5,,enjoy_the_moment
437,30,USA,m,single,n,28109,261,24h,True,2,,bonding
438,32,IND,m,married,n,28110,516,24h,True,1,,achievement
439,22,IND,m,single,n,28111,1215,24h,True,1,,affection
440,30,USA,m,single,n,28112,848,24h,True,1,,affection
441,29,USA,f,married,n,28113,396,24h,True,1,,affection
442,32,USA,f,single,n,28114,4,24h,True,1,achievement,achievement
443,31,USA,f,single,n,28115,2272,24h,True,1,,achievement
444,32,USA,m,single,n,28116,157,24h,True,1,,leisure
445,32,USA,m,single,n,28117,466,24h,True,2,,bonding
446,40,IND,m,married,y,28118,1566,24h,True,1,,achievement
447,55,USA,f,married,y,28119,36,24h,True,1,achievement,achievement
448,27,IND,f,married,y,28120,2019,24h,True,1,achievement,achievement
449,28,AUS,m,married,y,28121,4109,24h,True,1,bonding,bonding
